# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 2000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0043203	axon hillock	341	7.384762e-2	1.000000e+0	3.536456e-1	3.110605e+0	9.644425e-1	3	3.375718e-4	1.050053e-3	965	7.475580e-1	1.000000e+0	1.000000e+0	8.003217e-1	1.249498e+0	1	7	2.618487e-4	1.428571e-1	50394,50404,50407	Cck
GO Cellular Component	GO:0016323	basolateral plasma membrane	342	7.450463e-2	1.000000e+0	3.557487e-1	1.191807e+0	6.209060e+1	74	2.173280e-2	2.590130e-2	60	1.668100e-3	1.000000e+0	4.540012e-2	1.459191e+0	3.837742e+1	56	215	1.466352e-2	2.604651e-1	1730,2563,3677,3680,3715,9372,11256,14175,14187,15347,15600,16114,16837,16850,19381,19860,21932,23104,23775,24383,26853,28598,31886,32584,32822,36072,37247,37710,38003,39003,39008,39019,39021,41158,41174,41182,41185,41186,47111,47920,48188,48191,49549,50193,50209,50212,50213,50215,50346,50350,50362,50366,51343,51351,51933,51936,54686,55759,58572,64162,69507,71748,73430,76320,76321,79192,81222,83098,84588,87711,88303,88669,90343,92617	Abcc4,Adora1,Ajap1,Anxa2,Arrb1,Atp1a1,Atp2b1,Atp2b4,B4galt1,Best1,C5ar2,Cadm1,Car2,Casr,Cd81,Cdh17,Clcnka,Cldn7,Cnnm2,Ctnna2,Ctnnb1,Eps15,Erbb4,Erbin,Ezr,Hsp90ab1,Itga6,Itga9,Kcnq1,Lin7b,Lrp1,Map7,Megf11,Nod1,Numb,Orai1,P2ry1,Pdgfb,Prom2,Rab17,Rhbg,S100g,Sis,Slc14a1,Slc16a10,Slc29a1,Slc29a2,Slc4a4,Slc7a8,Slc8a1,Slc9a1,Slco2b1,Slco3a1,Tgfa,Tjp1,Tlr9
GO Cellular Component	GO:1905368	peptidase complex	343	7.463458e-2	1.000000e+0	3.553302e-1	1.418242e+0	1.480706e+1	21	5.182731e-3	7.350368e-3	1053	8.873413e-1	1.000000e+0	1.000000e+0	7.666239e-1	1.695747e+1	13	95	3.404032e-3	1.368421e-1	16421,17558,17565,20449,22658,29192,29197,39767,39769,44451,44464,60165,60167,60259,83019,83033,83048,87039,87146,87147,87222	Afg3l2,F3,Hspb1,Psma1,Psmb2,Psmb3,Psmb4,Psmd3,Psmd7,Rad23b,Sec11c,Supt3,Txnl1
GO Cellular Component	GO:0000178	exosome (RNase complex)	344	7.502267e-2	1.000000e+0	3.561396e-1	1.932347e+0	3.622537e+0	7	1.267951e-3	2.450123e-3	376	1.860166e-1	1.000000e+0	8.078859e-1	1.527887e+0	3.926992e+0	6	22	1.571092e-3	2.727273e-1	14639,20102,47920,73070,75988,76279,76280	Dis3,Dis3l,Exosc3,Exosc4,Exosc9,Gtpbp1
GO Cellular Component	GO:0044450	microtubule organizing center part	345	7.518366e-2	1.000000e+0	3.558693e-1	1.264603e+0	3.400278e+1	43	1.190157e-2	1.505075e-2	1004	8.268062e-1	1.000000e+0	1.000000e+0	8.592411e-1	2.909544e+1	25	163	6.546216e-3	1.533742e-1	3037,9978,19398,19404,21622,28771,29749,29752,32673,45020,45030,45077,45398,45400,46275,47050,47051,48195,49559,51379,51389,51405,51409,54445,54446,55930,57709,58494,60355,60360,61746,64640,64653,64654,64672,65671,69147,69148,81278,81284,90165,90167,90168	Agbl2,Ahi1,Bbs9,Bnip2,Ccdc92,Ccsap,Cep131,Cep164,Cep83,Clasp1,Cntrob,Dctn1,Fam92a,Fam92b,Fgfr1op,Hap1,Kif3a,Pax2,Pde4b,Poc1a,Poc5,Rac1,Sfi1,Ttc8,Wdr60
GO Cellular Component	GO:0005587	collagen type IV trimer	346	7.624799e-2	1.000000e+0	3.598641e-1	2.529045e+0	1.581625e+0	4	5.535963e-4	1.400070e-3	458	2.919270e-1	1.000000e+0	1.000000e+0	1.867417e+0	1.070998e+0	2	6	5.236973e-4	3.333333e-1	41531,41532,41538,41544	Col4a1,Col4a2
GO Cellular Component	GO:0005952	cAMP-dependent protein kinase complex	347	7.654415e-2	1.000000e+0	3.602207e-1	3.062681e+0	9.795340e-1	3	3.428540e-4	1.050053e-3	579	3.634640e-1	1.000000e+0	1.000000e+0	1.600643e+0	1.249498e+0	2	7	5.236973e-4	2.857143e-1	29436,29440,62652	Prkar1b,Prkar2b
GO Cellular Component	GO:0000784	nuclear chromosome, telomeric region	348	7.686888e-2	1.000000e+0	3.607094e-1	1.388878e+0	1.656013e+1	23	5.796336e-3	8.050403e-3	1114	9.897356e-1	1.000000e+0	1.000000e+0	6.079963e-1	2.302645e+1	14	129	3.665881e-3	1.085271e-1	5850,10402,19468,25340,25344,25345,28506,42255,47563,52801,52802,52803,52807,52809,53129,58847,68012,68013,68014,72209,76279,76280,78056	Cdk1,Ercc4,H2afy,H2afy2,Hmbox1,Nat10,Nbn,Parp1,Pml,Ppp1cb,Ppp1cc,Rpa1,Sun2,Tnks
GO Cellular Component	GO:0046658	anchored component of plasma membrane	349	7.700130e-2	1.000000e+0	3.602955e-1	1.457295e+0	1.235165e+1	18	4.323295e-3	6.300315e-3	149	3.707138e-2	1.000000e+0	4.062924e-1	1.633990e+0	8.567983e+0	14	48	3.665881e-3	2.916667e-1	16114,16814,17322,36398,44332,46900,51506,51510,52159,58847,67016,72184,78262,82303,82306,82313,83776,83778	Cd2,Cd24a,Efna5,Mdga1,Nrn1,Nrn1l,Ntng1,Prss52,Raet1d,Rhbg,Rtn4r,Rtn4rl1,Tex101,Thy1
GO Cellular Component	GO:0042470	melanosome	350	7.754727e-2	1.000000e+0	3.618134e-1	1.333700e+0	2.174402e+1	29	7.610787e-3	1.015051e-2	374	1.800063e-1	1.000000e+0	7.859633e-1	1.215583e+0	1.892096e+1	23	106	6.022519e-3	2.169811e-1	1798,2563,16669,28147,29749,29752,30770,31481,31562,36128,38886,39355,41122,42929,48188,48191,58914,62722,64285,64291,67439,67440,71709,71712,73394,73404,74606,76331,83098	Anxa2,Atp6v1b2,Ctsd,Dct,Dtnbp1,Gpnmb,Hsp90ab1,Mmp14,Mreg,Myo7a,Pdia4,Rab17,Rab35,Rac1,Sec22b,Slc1a5,Snd1,Syngr1,Sypl,Tmed10,Tpp1,Ywhae,Ywhaz
GO Cellular Component	GO:0036126	sperm flagellum	351	7.763136e-2	1.000000e+0	3.611738e-1	1.357632e+0	1.915100e+1	26	6.703185e-3	9.100455e-3	623	4.034411e-1	1.000000e+0	1.000000e+0	1.075180e+0	1.767147e+1	19	99	4.975124e-3	1.919192e-1	3677,3680,4930,7331,7730,20032,20042,28547,34638,50404,50407,58272,59636,61224,61897,74689,76108,81278,81284,81366,81367,82396,85477,85493,85496,91259	Ak8,Akap3,Atp2b4,Cabyr,Ccdc181,Ccr6,Dnaic2,Enkur,Ift27,Ift81,Lyzl4,Odf1,Pacrg,Ptchd3,Rnf38,Rsph1,Sept4,Sept6,Tekt3
GO Cellular Component	GO:1990712	HFE-transferrin receptor complex	352	7.794601e-2	1.000000e+0	3.616075e-1	4.359822e+0	4.587343e-1	2	1.605650e-4	7.000350e-4	458	2.919270e-1	1.000000e+0	1.000000e+0	1.867417e+0	1.070998e+0	2	6	5.236973e-4	3.333333e-1	11023,66498	B2m,Hfe
GO Cellular Component	GO:0032592	integral component of mitochondrial membrane	353	7.821561e-2	1.000000e+0	3.618303e-1	1.569060e+0	8.285218e+0	13	2.899971e-3	4.550228e-3	944	7.089901e-1	1.000000e+0	1.000000e+0	8.892463e-1	1.124548e+1	10	63	2.618487e-3	1.587302e-1	5327,23575,30983,31296,32442,36299,61320,67339,67342,67345,81999,82004,87222	Afg3l2,Agk,Bak1,Chchd3,Immt,Mcur1,Mul1,Ppox,Slc25a19,Tomm40
GO Cellular Component	GO:0005839	proteasome core complex	354	7.860538e-2	1.000000e+0	3.626062e-1	2.035690e+0	2.947403e+0	6	1.031643e-3	2.100105e-3	833	5.704995e-1	1.000000e+0	1.000000e+0	1.018591e+0	3.926992e+0	4	22	1.047395e-3	1.818182e-1	16421,22658,39767,39769,60165,60167	Psma1,Psmb2,Psmb3,Psmb4
GO Cellular Component	GO:0000243	commitment complex	355	7.964290e-2	1.000000e+0	3.663573e-1	4.305085e+0	4.645669e-1	2	1.626066e-4	7.000350e-4	642	4.320291e-1	1.000000e+0	1.000000e+0	1.400563e+0	1.427997e+0	2	8	5.236973e-4	2.500000e-1	37247,63382	Prpf39,Snrnp70
GO Cellular Component	GO:0034364	high-density lipoprotein particle	356	8.018840e-2	1.000000e+0	3.678305e-1	2.202776e+0	2.269863e+0	5	7.944918e-4	1.750088e-3	1038	8.676917e-1	1.000000e+0	1.000000e+0	6.464137e-1	4.640991e+0	3	26	7.855460e-4	1.153846e-1	30316,47082,47083,47088,48288	Apoa1,Lipc,Pon1
GO Cellular Component	GO:0031904	endosome lumen	357	8.075593e-2	1.000000e+0	3.693962e-1	2.197975e+0	2.274822e+0	5	7.962274e-4	1.750088e-3	150	3.861172e-2	1.000000e+0	4.203529e-1	2.801126e+0	1.427997e+0	4	8	1.047395e-3	5.000000e-1	9244,9251,16478,52770,57199	Ctss,Il12b,Lrp2,Prf1
GO Cellular Component	GO:0031143	pseudopodium	358	8.109415e-2	1.000000e+0	3.699071e-1	2.473991e+0	1.616821e+0	4	5.659156e-4	1.400070e-3	629	4.173940e-1	1.000000e+0	1.000000e+0	1.292827e+0	2.320495e+0	3	13	7.855460e-4	2.307692e-1	6008,33999,39003,39008	Arrb1,Capn2,Raf1
GO Cellular Component	GO:0070442	integrin alphaIIb-beta3 complex	359	8.218822e-2	1.000000e+0	3.738534e-1	1.166022e+1	8.576166e-2	1	3.001808e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	41158	Tspan32
GO Cellular Component	GO:0032585	multivesicular body membrane	360	8.268929e-2	1.000000e+0	3.750878e-1	2.456738e+0	1.628175e+0	4	5.698899e-4	1.400070e-3	741	4.964041e-1	1.000000e+0	1.000000e+0	1.244945e+0	1.606497e+0	2	9	5.236973e-4	2.222222e-1	56959,56974,73279,73298	Ndfip2,Nsg2
GO Cellular Component	GO:0034751	aryl hydrocarbon receptor complex	361	8.278739e-2	1.000000e+0	3.744925e-1	2.959746e+0	1.013601e+0	3	3.547779e-4	1.050053e-3	210	8.419840e-2	1.000000e+0	6.547428e-1	3.734835e+0	5.354989e-1	2	3	5.236973e-4	6.666667e-1	62831,62832,83098	Ahr,Hsp90ab1
GO Cellular Component	GO:0098573	intrinsic component of mitochondrial membrane	362	8.339422e-2	1.000000e+0	3.761955e-1	1.551784e+0	8.377453e+0	13	2.932255e-3	4.550228e-3	964	7.462404e-1	1.000000e+0	1.000000e+0	8.618849e-1	1.160248e+1	10	65	2.618487e-3	1.538462e-1	5327,23575,30983,31296,32442,36299,61320,67339,67342,67345,81999,82004,87222	Afg3l2,Agk,Bak1,Chchd3,Immt,Mcur1,Mul1,Ppox,Slc25a19,Tomm40
GO Cellular Component	GO:1905720	cytoplasmic microtubule bundle	363	8.399303e-2	1.000000e+0	3.778529e-1	1.139861e+1	8.772996e-2	1	3.070702e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	39202	Numa1
GO Cellular Component	GO:0001669	acrosomal vesicle	364	8.492552e-2	1.000000e+0	3.809983e-1	1.290091e+0	2.635473e+1	34	9.224618e-3	1.190060e-2	953	7.295504e-1	1.000000e+0	1.000000e+0	9.074070e-1	2.534695e+1	23	142	6.022519e-3	1.619718e-1	7331,14550,19967,26637,26640,26650,26656,26667,26668,29451,29550,30271,31003,31592,34638,36398,37288,41122,50404,50407,58272,61746,65527,72538,72553,72555,72559,72563,72566,83104,83113,84900,85977,86342	Akap3,Atp6v1e2,Atp8b5,Calcr,Capn11,Cep131,Ctnna1,Enkur,Fndc3a,Kit,Lrguk,Lyzl4,Nudt1,Rcbtb2,Skil,Spaca4,Spink14,Stk31,Sun1,Syt8,Tekt3,Tex101,Tex22
GO Cellular Component	GO:0033185	dolichol-phosphate-mannose synthase complex	365	8.498200e-2	1.000000e+0	3.802071e-1	1.125997e+1	8.881016e-2	1	3.108511e-5	3.500175e-4	775	5.445879e-1	1.000000e+0	1.000000e+0	1.400563e+0	7.139986e-1	1	4	2.618487e-4	2.500000e-1	8033	Dpm2
GO Cellular Component	GO:0005697	telomerase holoenzyme complex	366	8.656515e-2	1.000000e+0	3.862319e-1	2.150956e+0	2.324547e+0	5	8.136322e-4	1.750088e-3	481	3.164092e-1	1.000000e+0	1.000000e+0	1.333869e+0	3.748493e+0	5	21	1.309243e-3	2.380952e-1	5705,10402,11440,58828,72209	Hmbox1,Hnrnpu,Nat10,Smg6,Snrpb
GO Cellular Component	GO:0098577	inactive sex chromosome	367	8.663348e-2	1.000000e+0	3.854836e-1	1.103551e+1	9.061660e-2	1	3.171740e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	5705	Hnrnpu
GO Cellular Component	GO:0000941	condensed nuclear chromosome inner kinetochore	368	8.686804e-2	1.000000e+0	3.854769e-1	1.100432e+1	9.087343e-2	1	3.180729e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	12644	Dsn1
GO Cellular Component	GO:0005814	centriole	369	8.862939e-2	1.000000e+0	3.922271e-1	1.289812e+0	2.558513e+1	33	8.955243e-3	1.155058e-2	1022	8.352911e-1	1.000000e+0	1.000000e+0	8.333928e-1	2.159846e+1	18	121	4.713276e-3	1.487603e-1	9978,19398,19404,28771,32673,45020,45030,45077,45398,45400,47050,47051,48195,49559,51379,51389,51405,51409,54445,54446,55930,57709,58494,60355,60360,64640,64653,64654,64672,69147,69148,81278,81284	Agbl2,Ahi1,Bnip2,Ccdc92,Ccsap,Cep164,Cep83,Cntrob,Dctn1,Fam92a,Fam92b,Fgfr1op,Hap1,Kif3a,Poc1a,Poc5,Sfi1,Ttc8
GO Cellular Component	GO:0044194	cytolytic granule	370	8.949442e-2	1.000000e+0	3.949848e-1	4.018475e+0	4.977012e-1	2	1.742041e-4	7.000350e-4	400	2.193635e-1	1.000000e+0	8.955515e-1	2.240901e+0	8.924982e-1	2	5	5.236973e-4	4.000000e-1	52770,71856	Gzmb,Prf1
GO Cellular Component	GO:0045334	clathrin-coated endocytic vesicle	371	9.013101e-2	1.000000e+0	3.967222e-1	1.561871e+0	7.683092e+0	12	2.689217e-3	4.200210e-3	71	2.580771e-3	1.000000e+0	5.935773e-2	2.546478e+0	3.926992e+0	10	22	2.618487e-3	4.545455e-1	1501,21622,21932,28147,29161,46185,48222,48674,58159,58160,83484,83509	Ctla4,Dnm2,Epn2,Eps15,Hip1,Myo1e,Myo6,Rab35,Sgip1,Tbc1d5
GO Cellular Component	GO:0016324	apical plasma membrane	372	9.057041e-2	1.000000e+0	3.975846e-1	1.152640e+0	8.241950e+1	95	2.884827e-2	3.325166e-2	45	6.893213e-4	1.000000e+0	2.501470e-2	1.419237e+0	5.354989e+1	76	300	1.990050e-2	2.533333e-1	1798,2034,2563,3517,3644,6220,8327,9244,9251,11256,11264,12269,13343,13356,15347,16287,16837,16850,17184,19502,19927,21489,21932,23104,24383,24741,25338,25340,25344,25345,25380,26016,27481,27485,27757,28043,31886,33808,33908,33911,33914,34575,34590,36746,37710,38003,38886,41233,41252,43123,45202,45203,45573,45574,45985,46000,46900,47185,48632,48633,49549,49668,49874,49875,51619,51933,51936,54686,57739,61552,61553,62395,66559,69131,69374,69409,69678,69682,70779,72235,72386,73144,73150,75780,75785,79192,81222,83098,87711,87718,88283,88499,89376,91400,92617	Abcb4,Abcg3,Adam17,Ahcyl1,Ajap1,Akap7,Amotl1,Ano1,Atp1a1,Atp2b1,Atp2b2,Atp6v0d2,Bst2,Casr,Cd9,Cntfr,Crb2,Eps15,Ezr,F2rl2,Fn1,Fzd3,Gnat1,Hsp90ab1,Il6ra,Kcne4,Kcnk1,Kcnma1,Kiss1,Lmo7,Lrp2,Mal,Mfsd4b1,Mreg,Myo7a,Nod1,Oxtr,P2rx2,P2ry1,Pard6b,Patj,Pde4d,Plb1,Plet1,Prom2,Ptk2,Rab17,Ripor2,S100g,Scnn1a,Shank2,Sipa1l3,Slc14a2,Slc1a1,Slc22a12,Slc22a4,Slc26a9,Slc29a1,Slc30a5,Slc34a2,Slc52a3,Slc5a1,Slc7a5,Slc9a1,Slco3a1,Sptbn2,Stc1,Stk26,Tdgf1,Thy1,Tjp1,Tlr9,Tmem235,Tmem30a,Trpv4,Ush2a
GO Cellular Component	GO:0005944	phosphatidylinositol 3-kinase complex, class IB	373	9.065799e-2	1.000000e+0	3.969021e-1	3.987721e+0	5.015396e-1	2	1.755476e-4	7.000350e-4	661	4.456168e-1	1.000000e+0	1.000000e+0	1.867417e+0	5.354989e-1	1	3	2.618487e-4	3.333333e-1	62652,62665	Pik3cg
GO Cellular Component	GO:1905103	integral component of lysosomal membrane	374	9.100327e-2	1.000000e+0	3.973485e-1	1.048084e+1	9.541219e-2	1	3.339594e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	23732	Atp13a2
GO Cellular Component	GO:0038039	G-protein coupled receptor heterodimeric complex	375	9.112670e-2	1.000000e+0	3.968264e-1	3.975498e+0	5.030817e-1	2	1.760874e-4	7.000350e-4	132	3.185527e-2	1.000000e+0	3.940883e-1	5.602252e+0	3.569993e-1	2	2	5.236973e-4	1.000000e+0	20233,82892	Gabbr1,Gabbr2
GO Cellular Component	GO:0032983	kainate selective glutamate receptor complex	376	9.136980e-2	1.000000e+0	3.968268e-1	1.754725e+0	4.559120e+0	8	1.595772e-3	2.800140e-3	400	2.193635e-1	1.000000e+0	8.955515e-1	2.240901e+0	8.924982e-1	2	5	5.236973e-4	4.000000e-1	36438,36440,46857,46862,46864,46866,46867,46869	Grik4,Grik5
GO Cellular Component	GO:0048237	rough endoplasmic reticulum lumen	377	9.144397e-2	1.000000e+0	3.960955e-1	2.832720e+0	1.059053e+0	3	3.706871e-4	1.050053e-3	775	5.445879e-1	1.000000e+0	1.000000e+0	1.400563e+0	7.139986e-1	1	4	2.618487e-4	2.500000e-1	67288,67295,67301	Edn1
GO Cellular Component	GO:0070703	outer mucus layer	378	9.206697e-2	1.000000e+0	3.977391e-1	1.035379e+1	9.658303e-2	1	3.380575e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	41065	Muc2
GO Cellular Component	GO:0070702	inner mucus layer	378	9.206697e-2	1.000000e+0	3.977391e-1	1.035379e+1	9.658303e-2	1	3.380575e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	41065	Muc2
GO Cellular Component	GO:0045095	keratin filament	380	9.303525e-2	1.000000e+0	3.998067e-1	1.942435e+0	3.088907e+0	6	1.081171e-3	2.100105e-3	1129	9.997310e-1	1.000000e+0	1.000000e+0	3.966196e-1	2.017046e+1	8	113	2.094789e-3	7.079646e-2	41092,77481,77494,77502,77508,77509	Gm45337,Krt7,Krt80,Krt82,Krt83,Krt84,Krt87,Krt90
GO Cellular Component	GO:1990204	oxidoreductase complex	381	9.358745e-2	1.000000e+0	4.011242e-1	1.345281e+0	1.784014e+1	24	6.244363e-3	8.400420e-3	1054	8.919042e-1	1.000000e+0	1.000000e+0	7.689365e-1	1.820696e+1	14	102	3.665881e-3	1.372549e-1	2647,7442,9393,23732,36506,39238,47215,54422,57752,57753,57760,57766,66752,66755,66759,67473,67475,67477,67478,67483,67484,71168,83662,89450	Bckdha,Dlat,Gldc,Gmpr,Ndufa10,Ndufa11,Ndufa12,Noxa1,Ogdhl,P4ha2,Pdk1,Rrm1,Sdhb,Uqcrfs1
GO Cellular Component	GO:0005578	proteinaceous extracellular matrix	382	9.434509e-2	1.000000e+0	4.033129e-1	1.125025e+0	1.155530e+2	130	4.044557e-2	4.550228e-2	33	2.008090e-4	3.279211e-1	9.937003e-3	1.428654e+0	6.229638e+1	89	349	2.330453e-2	2.550143e-1	907,1798,1926,2664,3603,3605,3677,3680,3690,4348,6220,7601,7668,7931,9372,12558,12560,12561,12717,12904,13840,16093,16502,17037,18505,20814,22860,22862,22929,23479,23481,23482,23484,23485,23488,23527,25380,27459,27591,27598,34190,34192,34193,34614,34619,34621,36795,36797,37435,38159,38952,38954,38961,39721,39735,39737,41065,41531,41532,41538,41544,44991,46852,47348,47421,47425,47429,47576,48188,48191,48627,48994,49549,50515,53367,53371,54389,57546,57550,58007,58396,58407,58408,58409,59917,59920,59924,60001,60501,64036,64247,64855,68049,68058,68060,68827,68836,71942,73394,73920,74499,75065,76208,76703,76705,76718,76721,80639,80649,80653,80659,80677,80680,80684,82532,82583,82683,83358,83776,83778,84341,85467,90038,90039,90043,90058,90156,90424,91119,91578	Acan,Adamts10,Adamts2,Adamts7,Adamtsl2,Adamtsl4,Alpl,Anxa2,Bgn,Clec3b,Col11a2,Col12a1,Col16a1,Col17a1,Col1a1,Col27a1,Col4a1,Col4a2,Col5a1,Col6a1,Crispld2,Crtac1,Cyr61,Dspp,Ecm1,Efna5,Egflam,Fbln1,Fbln5,Fgf9,Fmod,Fn1,Gldn,Gpc1,Gpc6,Hapln1,Hapln2,Hmcn2,Hpse2,Il1rl1,Itga6,Lama3,Lama5,Lamc2,Lgals1,Lingo1,Loxl1,Lrfn2,Lrfn3,Lrrn2,Ltbp1,Ltbp2,Matn1,Matn2,Mmp24,Muc2,Nav2,Ntn1,Ntn4,Nyx,Optc,Phospho1,Prelp,Runx1,Smoc1,Sost,Sparcl1,Spon1,Spon2,Tecta,Tgfbi,Tgfbr3,Tgm2,Tlr9,Tnfrsf11b,Tnxb,Ush2a,Vcan,Vwf,Wisp2,Wnt11,Wnt2b,Wnt3a,Wnt4,Wnt5b,Wnt6,Wnt7b,Wnt8b,Wnt9a
GO Cellular Component	GO:0005844	polysome	383	9.477716e-2	1.000000e+0	4.041021e-1	1.430241e+0	1.188611e+1	17	4.160348e-3	5.950298e-3	378	1.874090e-1	1.000000e+0	8.096267e-1	1.318177e+0	9.103482e+0	12	51	3.142184e-3	2.352941e-1	23177,23179,25787,28147,38998,39003,47662,49580,57907,57909,57921,57922,59035,59744,66005,72458,75780	Ago2,Cpeb2,Gcn1l1,Larp1,Larp4b,Larp6,Lin28a,Msi2,Nufip2,Piwil2,Rpl29,Rps3
GO Cellular Component	GO:0031080	nuclear pore outer ring	384	9.684683e-2	1.000000e+0	4.118512e-1	2.761143e+0	1.086507e+0	3	3.802964e-4	1.050053e-3	816	5.559000e-1	1.000000e+0	1.000000e+0	1.120450e+0	1.784996e+0	2	10	5.236973e-4	2.000000e-1	33908,33911,87249	Sec13,Seh1l
GO Cellular Component	GO:0000932	P-body	385	9.755067e-2	1.000000e+0	4.137669e-1	1.368706e+0	1.534296e+1	21	5.370306e-3	7.350368e-3	424	2.352281e-1	1.000000e+0	9.059611e-1	1.205548e+0	1.410147e+1	17	79	4.451427e-3	2.151899e-1	10437,16291,19798,19801,22599,23177,23179,29974,38375,38436,38458,42160,44176,46617,50720,57928,57931,63977,71015,75780,86362	3110043O21Rik,Ago2,Caprin1,Cnot1,Cnot8,Cpeb1,Dcp1a,Dcp2,Dcps,Hax1,Lin28a,Mex3b,Pan3,Rbpms,Syne1,Zc3h12a,Zfp36l1
GO Cellular Component	GO:0097059	CNTFR-CLCF1 complex	386	9.890265e-2	1.000000e+0	4.184146e-1	9.602451e+0	1.041401e-1	1	3.645085e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	19927	Cntfr
GO Cellular Component	GO:0001651	dense fibrillar component	387	9.941302e-2	1.000000e+0	4.194870e-1	9.550495e+0	1.047066e-1	1	3.664915e-5	3.500175e-4	661	4.456168e-1	1.000000e+0	1.000000e+0	1.867417e+0	5.354989e-1	1	3	2.618487e-4	3.333333e-1	36616	Fbl
GO Cellular Component	GO:0020003	symbiont-containing vacuole	388	1.001160e-1	1.000000e+0	4.213645e-1	2.720315e+0	1.102813e+0	3	3.860039e-4	1.050053e-3	816	5.559000e-1	1.000000e+0	1.000000e+0	1.120450e+0	1.784996e+0	2	10	5.236973e-4	2.000000e-1	27481,27485,57940	Gbp9,Irgm2
GO Cellular Component	GO:1902937	inward rectifier potassium channel complex	389	1.004455e-1	1.000000e+0	4.216645e-1	2.716297e+0	1.104445e+0	3	3.865750e-4	1.050053e-3	210	8.419840e-2	1.000000e+0	6.547428e-1	3.734835e+0	5.354989e-1	2	3	5.236973e-4	6.666667e-1	45573,45574,80811	Erg,Kcnk1
GO Cellular Component	GO:0042101	T cell receptor complex	390	1.016583e-1	1.000000e+0	4.256615e-1	1.710690e+0	4.676475e+0	8	1.636848e-3	2.800140e-3	577	3.605667e-1	1.000000e+0	1.000000e+0	1.318177e+0	3.034494e+0	4	17	1.047395e-3	2.352941e-1	656,657,29616,29626,60052,67810,67826,67838	Card11,Skap1,Syk,Zap70
GO Cellular Component	GO:0005757	mitochondrial permeability transition pore complex	391	1.017123e-1	1.000000e+0	4.247984e-1	3.722163e+0	5.373220e-1	2	1.880721e-4	7.000350e-4	775	5.445879e-1	1.000000e+0	1.000000e+0	1.400563e+0	7.139986e-1	1	4	2.618487e-4	2.500000e-1	70862,70868	Ppif
GO Cellular Component	GO:0030870	Mre11 complex	392	1.021102e-1	1.000000e+0	4.253723e-1	3.713407e+0	5.385889e-1	2	1.885155e-4	7.000350e-4	579	3.634640e-1	1.000000e+0	1.000000e+0	1.600643e+0	1.249498e+0	2	7	5.236973e-4	2.857143e-1	2251,19468	Nbn,Sp100
GO Cellular Component	GO:0032994	protein-lipid complex	393	1.023837e-1	1.000000e+0	4.254264e-1	1.525028e+0	7.868707e+0	12	2.754185e-3	4.200210e-3	825	5.589862e-1	1.000000e+0	1.000000e+0	1.005532e+0	6.961486e+0	7	39	1.832941e-3	1.794872e-1	30316,42929,46815,46816,46840,47082,47083,47088,48288,85849,85851,89332	Apoa1,Bin1,Lipc,Lpl,Pon1,Sorl1,Vldlr
GO Cellular Component	GO:0098644	complex of collagen trimers	394	1.029256e-1	1.000000e+0	4.265927e-1	1.596866e+0	6.262265e+0	10	2.191902e-3	3.500175e-3	192	6.705933e-2	1.000000e+0	5.703536e-1	1.977265e+0	3.034494e+0	6	17	1.571092e-3	3.529412e-1	7668,20814,41531,41532,41538,41544,59917,59920,59924,82683	Col1a1,Col27a1,Col4a1,Col4a2,Col5a1,Tnxb
GO Cellular Component	GO:1990730	VCP-NSFL1C complex	395	1.030105e-1	1.000000e+0	4.258637e-1	9.198866e+0	1.087091e-1	1	3.805007e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	12235	Nsfl1c
